sample_id,attention_entropy,top_event_offset_s,top_event_score,top_contribution_offset_s,top_contribution_score,semantic_top_query_name,semantic_top_event_attribution,semantic_top_query_event_offset_s,risk_proxy_prediction,risk_proxy_confidence,workload_proxy_prediction,event_replay_tag_prediction,event_replay_tag_score,view_id,source_path,support_source_path,runtime_service_source_path,runtime_schema_contract_source_path,evidence_layer,case_definition,native_feature_schema_status,canonical_feature_schema_status,expected_vehicle_feature_count,input_vehicle_feature_count,missing_vehicle_feature_count,native_missing_measurement_group_count,schema_hash
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0000,1.9096121788024902,0.3333333432674408,1.0,0.3333333432674408,2.889021873474121,workload_proxy,4.342039585113525,0.3333333432674408,medium,0.3863348066806793,0.1946876496076584,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,0.8862034678459167,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0001,1.9078432321548462,5.0,1.0,0.3333333432674408,1.5438768863677979,risk_proxy,4.631630897521973,0.5193467140197754,medium,0.3922809958457947,0.22196929156780243,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,0.999905526638031,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0003,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0003,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0004,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0005,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0006,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0007,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0008,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0009,1.9053955078125,0.3333333432674408,1.0,0.3333333432674408,2.7877869606018066,risk_proxy,8.363361358642578,0.5119382739067078,medium,0.39258474111557007,0.2215634435415268,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0002,1.0,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_inference/20260613T-stage-i-runtime-service-smoke-r2-contract-runtime/runtime_inference_summary.json,docs/artifacts/assets/stage_i_support/20260607T-stage-i-support-semantic-r2/support_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_service_smoke_summary.json,docs/artifacts/assets/stage_i_runtime_service/20260613T-stage-i-runtime-service-smoke-r2-contract/runtime_schema_contract.json,runtime_semantic_support,"top 12 windows from the most frequent runtime replay view, keeping predictions and semantic attributions",aligned,exact,1930,965,965,6,47c8cbb3328ece97e7dd3b373a0fd55af36bd1d4ae9ec9475f2d83e22acc078a
